building_or_title,address,price,bedrooms,bathrooms,sqft,source_url,method,address_used_for_geocoding,latitude,longitude,zip_code,distance_from_uiuc_miles
"ailability CLOSE TO KAM'S AND NIGHTLIFE ON GREEN STREET 56 1/2 E Green St $1,125 /bed $1,125 /mth 1 bed 1 bath View Availability RECENTLY RE",,790,1.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"2 E Green St, Champaign, IL",40.110263,-88.243308,61820.0,1.03
"h View Availability Available August 2026 57 E John St $698 - $1,225 /bed $1,075 - $1,395 /mth studio - 2 bed 1 bath View Availability Avail",,925,0.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"2026 57 E John St, Champaign, IL",40.1090407,-88.2345331,61820.0,0.62
"ilability Available August 2026 57 E John St $698 - $1,225 /bed $1,075 - $1,395 /mth studio - 2 bed 1 bath View Availability Available Augus",,795,0.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"2026 57 E John St, Champaign, IL",40.1090407,-88.2345331,61820.0,0.62
"ty Available August 2026 57 E John St $698 - $1,225 /bed $1,075 - $1,395 /mth studio - 2 bed 1 bath View Availability Available August 2026 ",,925,0.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"2026 57 E John St, Champaign, IL",40.1090407,-88.2345331,61820.0,0.62
" Availability GREAT GROUP HOUSE 606 Breen Dr. $517 /bed $1,550 /mth 3 bed 1 bath View Availability 606 Richards Ln. $0 /bed $1,375 /mth 3 be",,583,6.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"606 Breen Dr, Champaign, IL",40.0937728,-88.2517272,61820.0,1.42
" View Availability GREAT LOCATION BETWEEN GREEN AND JOHN 608 Breen Dr. $575 /bed $1,725 /mth 3 bed 2.5 bath View Availability Available Augu",,950,3.0,2.5,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"608 Breen Dr, Champaign, IL",40.0937734,-88.2517629,61820.0,1.42
"ailability 612 Breen Dr. $517 /bed $1,550 /mth 3 bed 1 bath View Availability 617 Richards $0 /bed $1,400 /mth 3 bed 1 bath View Availabilit",,800,2.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"612 Breen Dr, Champaign, IL",40.0937746,-88.2518344,61820.0,1.42
"ity 612 Breen Dr. $517 /bed $1,550 /mth 3 bed 1 bath View Availability 617 Richards $0 /bed $1,400 /mth 3 bed 1 bath View Availability Avail",,998,2.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"612 Breen Dr, Champaign, IL",40.0937746,-88.2518344,61820.0,1.42
"iew Availability CORNER OF WRIGHT AND GREEN 701 W. Elm St $475 - $638 /bed $1,275 - $1,425 /mth 2 - 3 bed 1 bath View Availability GREAT URB",,467,3.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"701 W. Elm St, Champaign, IL",40.1164841,-88.2430932,,1.31
"th View Availability GREAT URBANA CAMPUS LOCATION! 702 S. Prairie St. $467 /bed $1,400 /mth 3 bed 2 bath View Availability BONUS ROOM & GARA",,600,3.0,2.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"702 S. Prairie St, Champaign, IL",40.1087624,-88.2481943,61820.0,1.21
" OAKS 706 Breen Dr. $508 /bed $1,525 /mth 3 bed 1 bath View Availability 706 S Locust St $550 - $850 /bed $650 - $1,100 /mth studio - 2 bed ",,663,6.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"706 Breen Dr, Champaign, IL",40.094191,-88.254338,61820.0,1.54
"bath View Availability LARGE 5 BEDROOM HOUSE! 709 W Green St $563 - $688 /bed $1,375 - $2,250 /mth 2 - 4 bed 1 - 2 bath View Availability CA",,517,5.0,2.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"709 W Green St, Champaign, IL",40.1102981,-88.217007,61801.0,0.79
h View Availability GREAT URBANA CAMPUS LOCATION 713 S Sixth St $875 /bed $875 /mth 1 bed 1 bath View Availability PRIME CAMPUS LOCATIONS Av,,895,1.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"713 S Sixth St, Champaign, IL",40.1093834,-88.2306202,61820.0,0.54
ilability GREAT URBANA CAMPUS LOCATION 713 S Sixth St $875 /bed $875 /mth 1 bed 1 bath View Availability PRIME CAMPUS LOCATIONS Available Au,,895,1.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"713 S Sixth St, Champaign, IL",40.1093834,-88.2306202,61820.0,0.54
"irie St $517 /bed $1,550 /mth 3 bed 2 bath View Availability GREAT HOUSE WITH FENCED IN YARD! 801 Breen Dr. $542 /bed $1,625 /mth 3 bed 1.5 ",,483,3.0,2.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"801 Breen Dr, Champaign, IL",40.0940358,-88.256225,61820.0,1.63
"ew Availability 804 S. Westlawn Ave. $542 /bed $1,625 /mth 3 bed 1.5 bath View Availability 805 Richards Ln. $525 /bed $1,575 /mth 3 bed 1.5",,795,3.0,1.5,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"804 S. Westlawn Ave, Champaign, IL",40.107545,-88.271079,61821.0,2.36
"y 806 Breen Dr. $517 /bed $1,550 /mth 3 bed 1 bath View Availability Available August 2026 806 W Green St $638 /bed $1,275 /mth 1 - 2 bed 1 ",,567,6.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"806 Breen Dr, Champaign, IL",40.094201,-88.2562988,61820.0,1.63
"- $1,700 /mth 2 - 3 bed 1 bath View Availability GREAT URBANA CAMPUS LOCATION! 808 Breen Dr $458 /bed $1,375 /mth 3 bed 1 bath View Availabi",,483,3.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"808 Breen Dr, Champaign, IL",40.094201,-88.256338,61820.0,1.63
"0 /mth 2 - 3 bed 1 bath View Availability GREAT URBANA CAMPUS LOCATION! 808 Breen Dr $458 /bed $1,375 /mth 3 bed 1 bath View Availability Av",,598,3.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"808 Breen Dr, Champaign, IL",40.094201,-88.256338,61820.0,1.63
"h View Availability UPDATED UNITS IN A GREAT CAMPUS LOCATION! 810 S. Prairie St. $425 /bed $1,700 /mth 4 bed 1.5 bath View Availability HUGE",,625,4.0,1.5,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"810 S. Prairie St, Champaign, IL",40.1060699,-88.2480761,61820.0,1.14
"Availability UPDATED UNITS IN A GREAT CAMPUS LOCATION! 810 S. Prairie St. $425 /bed $1,700 /mth 4 bed 1.5 bath View Availability HUGE HOUSE ",,675,4.0,1.5,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"810 S. Prairie St, Champaign, IL",40.1060699,-88.2480761,61820.0,1.14
"h View Availability HUGE HOUSE WITH FREE PARKING 810 W. Iowa St $625 - $675 /bed $1,250 - $1,350 /mth 2 bed 1 bath View Availability GREAT U",,463,2.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"810 W. Iowa St, Champaign, IL",40.1046911,-88.2179389,61801.0,0.52
"Availability HUGE HOUSE WITH FREE PARKING 810 W. Iowa St $625 - $675 /bed $1,250 - $1,350 /mth 2 bed 1 bath View Availability GREAT URBANA C",,583,2.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"810 W. Iowa St, Champaign, IL",40.1046911,-88.2179389,61801.0,0.52
"1 bath View Availability GREAT URBANA CAMPUS LOCATION! 811 W. Oregon St $463 - $583 /bed $1,750 - $1,850 /mth 3 - 4 bed 1 - 2 bath View Avai",,525,4.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"811 W. Oregon St, Champaign, IL",40.1073526,-88.2179778,61801.0,0.61
" Online Schedule Showing 54 E Chalmers St Champaign IL, 61820 Schedule a Showing View All Images Back to Listings Beds Baths Price Availabil",,725,4.0,,,https://www.greenstrealty.com/properties/profile/54-e-chalmers-st,regex_context,"54 E Chalmers St, Champaign, IL",40.1068759,-88.2397655,61820.0,0.75
"edule Showing 54 E Chalmers St Champaign IL, 61820 Schedule a Showing View All Images Back to Listings Beds Baths Price Availability 4 Bed (",,2900,4.0,,,https://www.greenstrealty.com/properties/profile/54-e-chalmers-st,regex_context,"54 E Chalmers St, Champaign, IL",40.1068759,-88.2397655,61820.0,0.75
"roperties below to find the right fit for you. Roommate Match Available August 2026 105 E Armory Ave $850 - $1,650 /bed $1,650 - $3,500 /mth",,500,4.0,4.0,,https://www.greenstrealty.com/student-housing/roommate-matching,regex_context,"2026 105 E Armory Ave, Champaign, IL",40.1053916,-88.2374885,61820.0,0.59
"ble August 2026 105 E Armory Ave $850 - $1,650 /bed $1,650 - $3,500 /mth 1 - 4 bed 1 - 4 bath View Availability $500 GIFT CARD SIGNING BONUS",,725,4.0,4.0,,https://www.greenstrealty.com/student-housing/roommate-matching,regex_context,"2026 105 E Armory Ave, Champaign, IL",40.1053916,-88.2374885,61820.0,0.59
"ust 2026 105 E Armory Ave $850 - $1,650 /bed $1,650 - $3,500 /mth 1 - 4 bed 1 - 4 bath View Availability $500 GIFT CARD SIGNING BONUS Availa",,800,4.0,4.0,,https://www.greenstrealty.com/student-housing/roommate-matching,regex_context,"2026 105 E Armory Ave, Champaign, IL",40.1053916,-88.2374885,61820.0,0.59
"26 55 E. Green St $825 - $1,495 /bed $1,495 - $3,400 /mth 1 - 4 bed 1 - 4 bath View Availability CLOSE TO KAM'S AND NIGHTLIFE ON GREEN STREE",,800,4.0,4.0,,https://www.greenstrealty.com/student-housing/roommate-matching,regex_context,"26 55 E. Green St, Champaign, IL",40.110284,-88.2319726,61820.0,0.62
"NUS 105 E Armory Ave Champaign IL, 61820 Schedule a Showing View All Images Back to Listings Beds Baths Price Availability 1 Bedroom 1 1.0 $",,1050,1.0,,,https://www.greenstrealty.com/properties/profile/105-e-armory-ave,regex_context,"105 E Armory Ave, Champaign, IL",40.1053051,-88.2384537,61820.0,0.64
09 S Locust St 5 Bedroom House This is some text inside of a div block. By-the-bed! Furnished 4 Bedrooms 1 Bathroom 4 Bedrooms / 1 Bathrooms,,2400,5.0,1.0,,https://www.roland-realty.com/for-rent/available-fall/short-term-student-apartments-available-fall?available=true,regex_context,"09 S Locust St, Champaign, IL",40.1138067,-88.2396206,61820.0,1.05
52 E Daniel St 4 Bedroom House This is some text inside of a div block. By-the-bed! Furnished 4 Bedrooms 2 Bathrooms 4 Bedrooms / 2 Bathroom,,2400,4.0,2.0,,https://www.roland-realty.com/for-rent/available-fall/short-term-student-apartments-available-fall?available=true,regex_context,"52 E Daniel St, Champaign, IL",40.1080961,-88.2398909,61820.0,0.79
2.5 E Daniel St 4 Bedroom House This is some text inside of a div block. By-the-bed! Furnished 4 Bedrooms 1 Bathroom 4 Bedrooms / 1 Bathroom,,2400,4.0,1.0,,https://www.roland-realty.com/for-rent/available-fall/short-term-student-apartments-available-fall?available=true,regex_context,"5 E Daniel St, Champaign, IL",40.1078055,-88.2413147,61820.0,0.85
.5 E Daniel St 4 Bedroom House This is some text inside of a div block. By-the-bed! Furnished 3 Bedrooms 1 Bathroom 3 Bedrooms / 1 Bathrooms,,1800,4.0,1.0,,https://www.roland-realty.com/for-rent/available-fall/short-term-student-apartments-available-fall?available=true,regex_context,"5 E Daniel St, Champaign, IL",40.1078055,-88.2413147,61820.0,0.85
7 S Locust St 3 Bedroom Apartment This is some text inside of a div block. By-the-bed! Furnished 3 Bedrooms 1 Bathroom 3 Bedrooms / 1 Bathro,,1800,3.0,1.0,,https://www.roland-realty.com/for-rent/available-fall/short-term-student-apartments-available-fall?available=true,regex_context,"7 S Locust St, Champaign, IL",40.1138067,-88.2396206,61820.0,1.05
0 E Daniel St 3 Bedroom House This is some text inside of a div block. By-the-bed! Furnished 2 Bedrooms 1 Bathroom 2 Bedrooms / 1 Bathrooms ,,1200,3.0,1.0,,https://www.roland-realty.com/for-rent/available-fall/short-term-student-apartments-available-fall?available=true,regex_context,"0 E Daniel St, Champaign, IL",40.1079934,-88.229593,61820.0,0.43
alse 1006 S Oak St 4 Bedroom Duplex This is some text inside of a div block. By-the-bed! Furnished Studio 1 Bathroom 1 Bedrooms / 1 Bathroom,,765,4.0,1.0,,https://www.roland-realty.com/for-rent/available-now/all-unit-listings,regex_context,"1006 S Oak St, Champaign, IL",40.1060431,-88.2412321,61820.0,0.79
913 S Oak St 6 Bedroom House This is some text inside of a div block. By-the-bed! Furnished 6 Bedrooms 2 Bathrooms 6 Bedrooms / 2 Bathrooms ,,4542,6.0,2.0,,https://www.roland-realty.com/for-rent/available-now/all-unit-listings,regex_context,"913 S Oak St, Champaign, IL",40.1066908,-88.2417931,61820.0,0.84
e 911 S Oak St 2 Bedroom Apartment This is some text inside of a div block. By-the-bed! Furnished 5 Bedrooms 2 Bathrooms 5 Bedrooms / 2 Bath,,5585,2.0,2.0,,https://www.roland-realty.com/for-rent/available-now/all-unit-listings,regex_context,"911 S Oak St, Champaign, IL",40.1068548,-88.2419656,61820.0,0.85
2 S Oak St 5 Bedroom House This is some text inside of a div block. By-the-bed! Furnished 2 Bedrooms 1.5 Bathrooms 2 Bedrooms / 1.5 Bathroom,,1530,5.0,1.5,,https://www.roland-realty.com/for-rent/available-now/all-unit-listings,regex_context,"2 S Oak St, Champaign, IL",40.107122,-88.2412539,61820.0,0.82
e 911 S First St 8 Bed and Up House This is some text inside of a div block. By-the-bed! Furnished Studio 1 Bathroom 1 Bedrooms / 1 Bathroom,,765,0.0,1.0,,https://www.roland-realty.com/for-rent/available-now/all-unit-listings,regex_context,"911 S First St, Champaign, IL",40.1068809,-88.2390082,61820.0,0.71
lse 910 S Oak St 8 Bed and Up House This is some text inside of a div block. By-the-bed! Furnished Studio 1 Bathroom 1 Bedrooms / 1 Bathroom,,765,0.0,1.0,,https://www.roland-realty.com/for-rent/available-now/all-unit-listings,regex_context,"910 S Oak St, Champaign, IL",40.1069942,-88.2412396,61820.0,0.82
lse 909 S First St Studio Apartment This is some text inside of a div block. By-the-bed! Furnished Studio 1 Bathroom 1 Bedrooms / 1 Bathroom,,765,0.0,1.0,,https://www.roland-realty.com/for-rent/available-now/all-unit-listings,regex_context,"909 S First St, Champaign, IL",40.1070586,-88.2390224,61820.0,0.72
9 S First St Studio Apartment This is some text inside of a div block. By-the-bed! Furnished 5 Bedrooms 3 Bathrooms 5 Bedrooms / 3 Bathrooms,,4350,0.0,3.0,,https://www.roland-realty.com/for-rent/available-now/all-unit-listings,regex_context,"9 S First St, Champaign, IL",40.111429,-88.2387153,61820.0,0.89
 909 S First St 5 Bedroom Apartment This is some text inside of a div block. By-the-bed! Furnished Studio 1 Bathroom 1 Bedrooms / 1 Bathroom,,765,5.0,1.0,,https://www.roland-realty.com/for-rent/available-now/all-unit-listings,regex_context,"909 S First St, Champaign, IL",40.1070586,-88.2390224,61820.0,0.72
se 909 S First St Studio Apartment This is some text inside of a div block. By-the-bed! Furnished Studio 1 Bathroom 1 Bedrooms / 1 Bathrooms,,765,0.0,1.0,,https://www.roland-realty.com/for-rent/available-now/all-unit-listings,regex_context,"909 S First St, Champaign, IL",40.1070586,-88.2390224,61820.0,0.72
06 S Oak St 7 Bedroom Duplex This is some text inside of a div block. By-the-bed! Furnished 6 Bedrooms 2 Bathrooms 6 Bedrooms / 2 Bathrooms ,,4542,6.0,2.0,,https://www.roland-realty.com/for-rent/available-fall/all-unit-listings,regex_context,"06 S Oak St, Champaign, IL",40.1017079,-88.2414971,61820.0,0.76
lse 806 S 1st St 6 Bedroom Other This is some text inside of a div block. By-the-bed! Furnished 6 Bedrooms 3 Bathrooms 6 Bedrooms / 3 Bathro,,5382,6.0,3.0,,https://www.roland-realty.com/for-rent/available-fall/all-unit-listings,regex_context,"806 S 1st St, Champaign, IL",40.3096162,-88.3465872,,15.66
 Apply Now 809 S Locust St Inquire Apply Now Available Fall 26' Immediate Fall 25' Immediate No items found. Studio / 1.5 Bathrooms 5 Bedroo,,3000,0.0,1.5,,https://www.roland-realty.com/unit-listings/809-s-locust-st,regex_context,"809 S Locust St, Champaign, IL",40.1082626,-88.240578,61820.0,0.83
