building_or_title,address,price,bedrooms,bathrooms,sqft,source_url,method,address_used_for_geocoding,latitude,longitude,zip_code,distance_from_uiuc_miles
"ath View Availability 511 Breen Dr $550 /bed $1,650 /mth 3 bed 2 bath View Availability 512 Breen Dr. $0 /bed $1,325 /mth 3 bed 1 bath View ",,895,1.0,2.0,,https://www.greenstrealty.com/properties,regex_context,"511 Breen Dr, Champaign, IL",40.0936031,-88.2511687,61820.0,1.4
"ilable August 2026 54 E. John St $1,300 - $1,425 /bed $1,300 - $1,425 /mth studio - 1 bed 1 bath View Availability ALL INCLUSIVE UNITS! WALK",,613,0.0,1.0,,https://www.greenstrealty.com/properties,regex_context,"2026 54 E. John St, Champaign, IL",40.1090407,-88.2345331,61820.0,0.62
"ailability CLOSE TO KAM'S AND NIGHTLIFE ON GREEN STREET 56 1/2 E Green St $1,125 /bed $1,125 /mth 1 bed 1 bath View Availability RECENTLY RE",,790,1.0,1.0,,https://www.greenstrealty.com/properties,regex_context,"2 E Green St, Champaign, IL",40.110263,-88.243308,61820.0,1.03
"h View Availability Available August 2026 57 E John St $698 - $1,225 /bed $1,075 - $1,395 /mth studio - 2 bed 1 bath View Availability Avail",,925,0.0,1.0,,https://www.greenstrealty.com/properties,regex_context,"2026 57 E John St, Champaign, IL",40.1090407,-88.2345331,61820.0,0.62
"ilability Available August 2026 57 E John St $698 - $1,225 /bed $1,075 - $1,395 /mth studio - 2 bed 1 bath View Availability Available Augus",,795,0.0,1.0,,https://www.greenstrealty.com/properties,regex_context,"2026 57 E John St, Champaign, IL",40.1090407,-88.2345331,61820.0,0.62
"ty Available August 2026 57 E John St $698 - $1,225 /bed $1,075 - $1,395 /mth studio - 2 bed 1 bath View Availability Available August 2026 ",,925,0.0,1.0,,https://www.greenstrealty.com/properties,regex_context,"2026 57 E John St, Champaign, IL",40.1090407,-88.2345331,61820.0,0.62
" Availability GREAT GROUP HOUSE 606 Breen Dr. $517 /bed $1,550 /mth 3 bed 1 bath View Availability 606 Richards Ln. $0 /bed $1,375 /mth 3 be",,583,6.0,1.0,,https://www.greenstrealty.com/properties,regex_context,"606 Breen Dr, Champaign, IL",40.0937728,-88.2517272,61820.0,1.42
" View Availability GREAT LOCATION BETWEEN GREEN AND JOHN 608 Breen Dr. $575 /bed $1,725 /mth 3 bed 2.5 bath View Availability Available Augu",,950,3.0,2.5,,https://www.greenstrealty.com/properties,regex_context,"608 Breen Dr, Champaign, IL",40.0937734,-88.2517629,61820.0,1.42
"ailability 612 Breen Dr. $517 /bed $1,550 /mth 3 bed 1 bath View Availability 617 Richards $0 /bed $1,400 /mth 3 bed 1 bath View Availabilit",,800,2.0,1.0,,https://www.greenstrealty.com/properties,regex_context,"612 Breen Dr, Champaign, IL",40.0937746,-88.2518344,61820.0,1.42
"ity 612 Breen Dr. $517 /bed $1,550 /mth 3 bed 1 bath View Availability 617 Richards $0 /bed $1,400 /mth 3 bed 1 bath View Availability Avail",,998,2.0,1.0,,https://www.greenstrealty.com/properties,regex_context,"612 Breen Dr, Champaign, IL",40.0937746,-88.2518344,61820.0,1.42
"iew Availability CORNER OF WRIGHT AND GREEN 701 W. Elm St $475 - $638 /bed $1,275 - $1,425 /mth 2 - 3 bed 1 bath View Availability GREAT URB",,467,3.0,1.0,,https://www.greenstrealty.com/properties,regex_context,"701 W. Elm St, Champaign, IL",40.1164841,-88.2430932,,1.31
"th View Availability GREAT URBANA CAMPUS LOCATION! 702 S. Prairie St. $467 /bed $1,400 /mth 3 bed 2 bath View Availability BONUS ROOM & GARA",,600,3.0,2.0,,https://www.greenstrealty.com/properties,regex_context,"702 S. Prairie St, Champaign, IL",40.1087624,-88.2481943,61820.0,1.21
" OAKS 706 Breen Dr. $508 /bed $1,525 /mth 3 bed 1 bath View Availability 706 S Locust St $550 - $850 /bed $650 - $1,100 /mth studio - 2 bed ",,663,6.0,1.0,,https://www.greenstrealty.com/properties,regex_context,"706 Breen Dr, Champaign, IL",40.094191,-88.254338,61820.0,1.54
"bath View Availability LARGE 5 BEDROOM HOUSE! 709 W Green St $563 - $688 /bed $1,375 - $2,250 /mth 2 - 4 bed 1 - 2 bath View Availability CA",,517,5.0,2.0,,https://www.greenstrealty.com/properties,regex_context,"709 W Green St, Champaign, IL",40.1102981,-88.217007,61801.0,0.79
h View Availability GREAT URBANA CAMPUS LOCATION 713 S Sixth St $875 /bed $875 /mth 1 bed 1 bath View Availability PRIME CAMPUS LOCATIONS Av,,895,1.0,1.0,,https://www.greenstrealty.com/properties,regex_context,"713 S Sixth St, Champaign, IL",40.1093834,-88.2306202,61820.0,0.54
ilability GREAT URBANA CAMPUS LOCATION 713 S Sixth St $875 /bed $875 /mth 1 bed 1 bath View Availability PRIME CAMPUS LOCATIONS Available Au,,895,1.0,1.0,,https://www.greenstrealty.com/properties,regex_context,"713 S Sixth St, Champaign, IL",40.1093834,-88.2306202,61820.0,0.54
"irie St $517 /bed $1,550 /mth 3 bed 2 bath View Availability GREAT HOUSE WITH FENCED IN YARD! 801 Breen Dr. $542 /bed $1,625 /mth 3 bed 1.5 ",,483,3.0,2.0,,https://www.greenstrealty.com/properties,regex_context,"801 Breen Dr, Champaign, IL",40.0940358,-88.256225,61820.0,1.63
"ew Availability 804 S. Westlawn Ave. $542 /bed $1,625 /mth 3 bed 1.5 bath View Availability 805 Richards Ln. $525 /bed $1,575 /mth 3 bed 1.5",,795,3.0,1.5,,https://www.greenstrealty.com/properties,regex_context,"804 S. Westlawn Ave, Champaign, IL",40.107545,-88.271079,61821.0,2.36
"y 806 Breen Dr. $517 /bed $1,550 /mth 3 bed 1 bath View Availability Available August 2026 806 W Green St $638 /bed $1,275 /mth 1 - 2 bed 1 ",,567,6.0,1.0,,https://www.greenstrealty.com/properties,regex_context,"806 Breen Dr, Champaign, IL",40.094201,-88.2562988,61820.0,1.63
"- $1,700 /mth 2 - 3 bed 1 bath View Availability GREAT URBANA CAMPUS LOCATION! 808 Breen Dr $458 /bed $1,375 /mth 3 bed 1 bath View Availabi",,483,3.0,1.0,,https://www.greenstrealty.com/properties,regex_context,"808 Breen Dr, Champaign, IL",40.094201,-88.256338,61820.0,1.63
"0 /mth 2 - 3 bed 1 bath View Availability GREAT URBANA CAMPUS LOCATION! 808 Breen Dr $458 /bed $1,375 /mth 3 bed 1 bath View Availability Av",,598,3.0,1.0,,https://www.greenstrealty.com/properties,regex_context,"808 Breen Dr, Champaign, IL",40.094201,-88.256338,61820.0,1.63
"h View Availability UPDATED UNITS IN A GREAT CAMPUS LOCATION! 810 S. Prairie St. $425 /bed $1,700 /mth 4 bed 1.5 bath View Availability HUGE",,625,4.0,1.5,,https://www.greenstrealty.com/properties,regex_context,"810 S. Prairie St, Champaign, IL",40.1060699,-88.2480761,61820.0,1.14
"Availability UPDATED UNITS IN A GREAT CAMPUS LOCATION! 810 S. Prairie St. $425 /bed $1,700 /mth 4 bed 1.5 bath View Availability HUGE HOUSE ",,675,4.0,1.5,,https://www.greenstrealty.com/properties,regex_context,"810 S. Prairie St, Champaign, IL",40.1060699,-88.2480761,61820.0,1.14
"h View Availability HUGE HOUSE WITH FREE PARKING 810 W. Iowa St $625 - $675 /bed $1,250 - $1,350 /mth 2 bed 1 bath View Availability GREAT U",,463,2.0,1.0,,https://www.greenstrealty.com/properties,regex_context,"810 W. Iowa St, Champaign, IL",40.1046911,-88.2179389,61801.0,0.52
"Availability HUGE HOUSE WITH FREE PARKING 810 W. Iowa St $625 - $675 /bed $1,250 - $1,350 /mth 2 bed 1 bath View Availability GREAT URBANA C",,583,2.0,1.0,,https://www.greenstrealty.com/properties,regex_context,"810 W. Iowa St, Champaign, IL",40.1046911,-88.2179389,61801.0,0.52
"1 bath View Availability GREAT URBANA CAMPUS LOCATION! 811 W. Oregon St $463 - $583 /bed $1,750 - $1,850 /mth 3 - 4 bed 1 - 2 bath View Avai",,525,4.0,1.0,,https://www.greenstrealty.com/properties,regex_context,"811 W. Oregon St, Champaign, IL",40.1073526,-88.2179778,61801.0,0.61
"earch by Address Search by Address Done Show Map Reset Search Available August 2026 105 E Armory Ave $850 - $1,650 /bed $1,650 - $3,500 /mth",,500,4.0,4.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"2026 105 E Armory Ave, Champaign, IL",40.1053916,-88.2374885,61820.0,0.59
"ble August 2026 105 E Armory Ave $850 - $1,650 /bed $1,650 - $3,500 /mth 1 - 4 bed 1 - 4 bath View Availability $500 GIFT CARD SIGNING BONUS",,725,4.0,4.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"2026 105 E Armory Ave, Champaign, IL",40.1053916,-88.2374885,61820.0,0.59
"ust 2026 105 E Armory Ave $850 - $1,650 /bed $1,650 - $3,500 /mth 1 - 4 bed 1 - 4 bath View Availability $500 GIFT CARD SIGNING BONUS Availa",,800,4.0,4.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"2026 105 E Armory Ave, Champaign, IL",40.1053916,-88.2374885,61820.0,0.59
"View Availability COMPLETELY REMODELED UNITS 711 W. Elm St $425 - $550 /bed $1,700 /mth 3 - 4 bed 2 bath View Availability ALL-INCLUSIVE, FU",,925,4.0,2.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"711 W. Elm St, Champaign, IL",40.1164841,-88.2430932,,1.31
"bath View Availability Great campus location 1005 S. First St $995 - $1,025 /bed $995 - $1,025 /mth studio 1 bath View Availability Prime Lo",,865,0.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"1005 S. First St, Champaign, IL",40.1060107,-88.2390062,61820.0,0.68
"lity Prime Location, Super Affordable 1005 S. Oak St $865 /bed $8,650 /mth 5+ bed 1 bath View Availability LARGE GROUP HOUSE IN THE HEART OF",,925,2.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"1005 S. Oak St, Champaign, IL",40.1061033,-88.2418155,61820.0,0.82
"lity RECENTLY UPDATED 1007 S. Locust St $563 - $1,250 /bed $1,250 - $2,700 /mth 1 - 4 bed 1 - 2 bath View Availability GREAT CAMPUS LOCATION",,905,4.0,2.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"1007 S. Locust St, Champaign, IL",40.1058577,-88.2408185,61820.0,0.77
"ty GREAT CAMPUS LOCATION 101 E Daniel St $575 - $1,250 /bed $1,250 - $2,300 /mth 1 - 4 bed 1 - 2 bath View Availability GREAT CAMPUS LOCATIO",,517,4.0,2.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"101 E Daniel St, Champaign, IL",40.107611,-88.2384528,61820.0,0.71
"T CAMPUS LOCATION 101 E Daniel St $575 - $1,250 /bed $1,250 - $2,300 /mth 1 - 4 bed 1 - 2 bath View Availability GREAT CAMPUS LOCATION Avail",,700,4.0,2.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"101 E Daniel St, Champaign, IL",40.107611,-88.2384528,61820.0,0.71
"011 W. Stoughton St $525 - $650 /bed $1,950 - $2,000 /mth 3 - 4 bed 1 - 2 bath View Availability COMPLETELY REMODELED UNITS - ALL INCLUSIVE!",,538,4.0,2.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"011 W. Stoughton St, Champaign, IL",40.1135504,-88.2218623,61801.0,0.85
"ilability Great Campus Location! 105 S. Fourth St $650 - $1,095 /bed $1,095 - $1,300 /mth 1 - 2 bed 1 bath View Availability GREAT LOCATION ",,869,2.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"105 S. Fourth St, Champaign, IL",40.1157229,-88.2338899,61820.0,1.01
"bed 1 bath View Availability GREAT LOCATION NEAR ENGINEERING QUAD! 106 E Armory Ave $869 - $1,350 /bed $1,350 - $3,600 /mth studio - 4 bed 1",,558,0.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"106 E Armory Ave, Champaign, IL",40.1057377,-88.2379636,61820.0,0.63
"ath View Availability 108 E. Daniel St $869 - $1,013 /bed $2,025 - $3,600 /mth 2 - 4 bed 2 - 3 bath View Availability Walking Distance to th",,695,4.0,3.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"108 E. Daniel St, Champaign, IL",40.1081934,-88.2377439,61820.0,0.7
"w Availability 108 E. Daniel St $869 - $1,013 /bed $2,025 - $3,600 /mth 2 - 4 bed 2 - 3 bath View Availability Walking Distance to the Quad ",,775,4.0,3.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"108 E. Daniel St, Champaign, IL",40.1081934,-88.2377439,61820.0,0.7
ilability Walking Distance to the Quad 108 W. Green St $695 - $775 /bed $695 - $775 /mth studio - 1 bed 1 bath View Availability SECURE BUIL,,792,0.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"108 W. Green St, Champaign, IL",40.1104198,-88.2444437,61820.0,1.08
"View Availability SECURE BUILDING IN A GREAT LOCATION 109 E. John St $792 /bed $2,375 /mth 3 bed 1.5 bath View Availability Available August",,750,3.0,1.5,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"109 E. John St, Champaign, IL",40.1087284,-88.2374953,61820.0,0.72
"5 /bed $1,195 - $1,650 /mth 1 - 2 bed 1 - 1.5 bath View Availability CLOSE TO ENGINEERING! 1107 Broadmoor Dr. $483 /bed $1,450 /mth 3 bed 2 ",,675,2.0,1.5,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"1107 Broadmoor Dr, Champaign, IL",40.092521,-88.263836,61821.0,2.05
"CLOSE TO DOWNTOWN CHAMPAGIN 1401 Hollycrest Dr. $0 /bed $1,350 /mth 3 bed 1 bath View Availability 1415 Cambridge $0 /bed $1,250 /mth 3 bed ",,825,3.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"1401 Hollycrest Dr, Champaign, IL",40.100865,-88.279953,61821.0,2.8
"ility 1503 Dawson Drive $0 /bed $1,595 /mth 3 bed 2 bath View Availability 1507 W. John St. $375 /bed $1,500 /mth 4 bed 2 bath View Availabi",,598,3.0,2.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"1503 Dawson Drive, Champaign, IL",40.0993774,-88.2535002,61820.0,1.41
"View Availability 1706 W. White St. $0 /bed $1,100 /mth 3 bed 1 bath View Availability 1714 Crescent Drive $532 /bed $1,595 /mth 3 bed 1 bat",,517,3.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"1706 W. White St, Champaign, IL",40.1147093,-88.2751149,61821.0,2.69
"h View Availability 1714 Crescent Drive $532 /bed $1,595 /mth 3 bed 1 bath View Availability 1717 Coronado Drive $517 /bed $1,550 /mth 3 bed",,450,3.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"1714 Crescent Drive, Champaign, IL",40.095991,-88.2830095,61821.0,2.99
"ilability 1714 Crescent Drive $532 /bed $1,595 /mth 3 bed 1 bath View Availability 1717 Coronado Drive $517 /bed $1,550 /mth 3 bed 2 bath Vi",,900,3.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"1714 Crescent Drive, Champaign, IL",40.095991,-88.2830095,61821.0,2.99
ability 1727 Henry St $450 /bed $900 /mth 2 bed 1 bath View Availability COZY 2 BEDROOM UNITS! 1727 Park Haven Drive $0 /bed $0 /mth 1 bed 1,,567,2.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"1727 Henry St, Champaign, IL",40.107162,-88.275614,61821.0,2.59
"ity COZY 2 BEDROOM UNITS! 1727 Park Haven Drive $0 /bed $0 /mth 1 bed 1 bath View Availability 1728 Park Haven $567 /bed $1,700 /mth 3 bed 2",,533,2.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"1727 Park Haven Drive, Champaign, IL",40.0943481,-88.2515767,61820.0,1.4
" bath View Availability 1807 Meadow Dr. $483 /bed $1,450 /mth 3 bed 1 bath View Availability 1808 Park Haven Dr. $0 /bed $1,375 /mth 3 bed 1",,583,3.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"1807 Meadow Dr, Champaign, IL",40.099558,-88.2774229,61821.0,2.67
" bath View Availability 1808 Park Haven Dr. $0 /bed $1,375 /mth 3 bed 1 bath View Availability 1809 Sadler Dr. $583 /bed $1,750 /mth 3 bed 2",,725,3.0,1.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"1808 Park Haven Dr, Champaign, IL",40.0935189,-88.2513639,61820.0,1.41
"ath View Availability 1811 Sadler Dr. $725 /bed $1,450 /mth 2 bed 2 bath View Availability 1819 Sadler Dr. $583 /bed $1,750 /mth 3 bed 2 bat",,625,2.0,2.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"1811 Sadler Dr, Champaign, IL",40.094428,-88.2916395,61821.0,3.45
"lity 1819 Sadler Dr. $583 /bed $1,750 /mth 3 bed 2 bath View Availability 1901 N. Lincoln Ave $625 /bed $1,250 /mth 2 bed 2 bath View Availa",,508,3.0,2.0,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"1819 Sadler Dr, Champaign, IL",40.093609,-88.2916435,61821.0,3.46
h 2 - 3 bed 2 - 2.5 bath View Availability GREAT URBANA LOCATION! 2003 Broadmoor Dr $0 /bed $533 /mth 3 bed 1.5 bath View Availability HARDW,,563,3.0,2.5,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"2003 Broadmoor Dr, Champaign, IL",40.094124,-88.2802655,61821.0,2.86
 bed 2 - 2.5 bath View Availability GREAT URBANA LOCATION! 2003 Broadmoor Dr $0 /bed $533 /mth 3 bed 1.5 bath View Availability HARDWOOD FLO,,925,3.0,2.5,,https://www.greenstrealty.com/properties/search/CYBZaINL9BoYzJdj3SMXBmHEH8fZajC2CgnCz8D0aqLlceLwMM9lPgXkHcVcQ48AHSPuLez0oz2UIhkwMfXBBmsE2pe81AgG0Rx9GeEwgJTy5RIymhIj1HTJ5dciBWPLbeEUltQ_WvzQBXCOxKRbz3zKDc3aCmVbcQgHl_wj6P2DAQ,regex_context,"2003 Broadmoor Dr, Champaign, IL",40.094124,-88.2802655,61821.0,2.86
